id,score_date,csat_score,csat_response_rate,nps_score,nps_score_all_time,avg_nps_rating,avg_nps_rating_all_time,outreach_call_90dayflag,num_low_sev_outages,num_high_sev_outages,months_since_high_sev_outage,num_tickets_deflected,max_tickets_per_agent
JMAN_2472373,2023-03-10,100,50,0.0,0.0,0.0,0.0,1,0,0,21.0,0,30
JMAN_2452751,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,5.0,0,9
JMAN_2457731,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,3
JMAN_2450544,2023-02-24,0,33,0.0,0.0,0.0,0.0,0,12,0,11.0,0,48
JMAN_9021157,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,167
JMAN_2447191,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,0
JMAN_1286382,2023-02-10,75,44,0.0,0.0,0.0,0.0,0,0,0,16.0,0,838
JMAN_2478470,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,131
JMAN_9036591,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,4,0,3.0,0,0
JMAN_2331419,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,9,1,0.0,0,0
JMAN_2475429,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,12
JMAN_2475334,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,20
JMAN_2479512,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,6,0,12.0,0,0
JMAN_9032708,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,94
JMAN_2461834,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,0
JMAN_2445795,2023-03-31,0,0,0.0,0.0,0.0,0.0,1,7,0,12.0,0,56
JMAN_2469134,2023-03-31,0,0,0.0,0.0,0.0,0.0,1,11,0,6.0,0,61
JMAN_2447281,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,0
JMAN_11633303,2023-01-13,100,20,0.0,0.0,0.0,0.0,0,0,0,0.0,19,10
JMAN_2445669,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,43
JMAN_18362858,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2375196,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,0
JMAN_9892189,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,11,0,8.0,0,31
JMAN_9031450,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,9,0,11.0,0,0
JMAN_2483334,2023-03-10,0,0,0.0,0.0,0.0,0.0,1,10,0,12.0,0,117
JMAN_2475019,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,25
JMAN_9471063,2023-03-24,100,80,0.0,0.0,0.0,0.0,0,8,1,0.0,0,41
JMAN_2478834,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,0,0,13.0,0,54
JMAN_16385554,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9005021,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,2
JMAN_2476115,2023-02-17,0,0,0.0,0.0,8.0,8.0,0,0,0,20.0,0,114
JMAN_9051235,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,17
JMAN_9391855,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,108
JMAN_9018166,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,13.0,0,7
JMAN_9897409,2023-03-31,100,56,0.0,0.0,0.0,0.0,0,0,0,21.0,6,106
JMAN_18410412,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2461712,2023-03-10,0,0,0.0,0.0,0.0,0.0,1,0,0,21.0,0,369
JMAN_2472640,2023-03-24,0,0,0.0,100.0,0.0,9.7,0,0,0,21.0,0,39
JMAN_2469134,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,6,0,4.0,0,58
JMAN_2464850,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,0,0
JMAN_2442325,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,2.0,0,0
JMAN_9008468,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,0
JMAN_109835,2023-01-13,100,50,0.0,0.0,0.0,0.0,0,0,0,13.0,4,152
JMAN_9075221,2023-01-27,100,22,0.0,0.0,0.0,0.0,0,8,0,10.0,0,84
JMAN_18410830,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9022859,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,84
JMAN_9031253,2023-03-31,0,0,0.0,0.0,0.0,0.0,1,11,0,6.0,0,13
JMAN_9003316,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,1,40
JMAN_2468132,2023-02-24,0,0,0.0,0.0,0.0,8.0,0,12,0,5.0,0,0
JMAN_9036732,2023-02-24,50,20,0.0,0.0,0.0,0.0,0,8,0,11.0,0,1276
JMAN_2482605,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,9,1,0.0,0,30
JMAN_9059722,2023-01-13,100,29,0.0,0.0,7.0,7.0,0,6,0,4.0,2,212
JMAN_2351429,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,8,0,3.0,0,0
JMAN_18127929,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2462717,2023-02-03,100,100,0.0,0.0,0.0,0.0,0,10,0,5.0,0,48
JMAN_9034076,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0,0
JMAN_9034076,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,17,0,1.0,0,0
JMAN_9004072,2023-02-10,100,37,100.0,100.0,9.0,9.0,0,11,0,5.0,366,100
JMAN_18390619,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2453359,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,93
JMAN_10148809,2023-02-24,100,20,0.0,0.0,0.0,0.0,0,12,0,11.0,0,645
JMAN_9029612,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,10.0,0,0
JMAN_10715453,2023-01-13,100,100,0.0,0.0,0.0,0.0,0,0,0,15.0,0,0
JMAN_2449949,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,8,0,10.0,0,6
JMAN_16164717,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9019742,2023-02-17,100,50,0.0,100.0,0.0,10.0,0,8,0,3.0,0,0
JMAN_16090733,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9002159,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,0,79
JMAN_2414128,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,4008
JMAN_2480262,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,9,0,10.0,0,0
JMAN_9030043,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,3,15
JMAN_9028695,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,7,0,12.0,0,0
JMAN_2438346,2023-03-17,100,20,0.0,0.0,0.0,0.0,0,0,0,21.0,0,0
JMAN_2466569,2023-03-31,100,33,0.0,0.0,0.0,0.0,0,0,0,15.0,0,103
JMAN_2463062,2023-03-31,100,25,0.0,0.0,0.0,0.0,0,0,0,15.0,0,19
JMAN_18839586,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_15336980,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,21
JMAN_9014349,2023-02-24,67,21,0.0,0.0,0.0,0.0,0,12,0,5.0,3406,1492
JMAN_2451881,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,0
JMAN_12581551,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,28
JMAN_11272416,2023-02-24,0,0,0.0,100.0,0.0,10.0,0,15,1,0.0,31,13
JMAN_9357280,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,10.0,0,0
JMAN_2357251,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,16.0,0,0
JMAN_2465581,2023-01-13,100,33,0.0,0.0,0.0,0.0,0,9,0,10.0,0,0
JMAN_9000240,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,0
JMAN_14142262,2023-01-13,100,14,0.0,0.0,0.0,0.0,0,0,0,0.0,32,16
JMAN_2375471,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,8,0,6.0,1,13
