id,score_date,csat_score,csat_response_rate,nps_score,nps_score_all_time,avg_nps_rating,avg_nps_rating_all_time,outreach_call_90dayflag,num_low_sev_outages,num_high_sev_outages,months_since_high_sev_outage,num_tickets_deflected,max_tickets_per_agent
JMAN_2476115,2023-02-10,0,0,0.0,0.0,8.0,8.0,0,0,0,20.0,0,122
JMAN_9747161,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,8
JMAN_9164427,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,491
JMAN_10487794,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,8,0,4.0,0,91
JMAN_2475298,2023-01-13,100,14,0.0,0.0,0.0,0.0,0,0,0,19.0,4,375
JMAN_9034877,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,10.0,0,24
JMAN_2461834,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,0
JMAN_15336980,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2480227,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,8,540
JMAN_9014349,2023-03-24,67,23,0.0,0.0,0.0,0.0,0,11,0,6.0,1909,441
JMAN_2463558,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0,15
JMAN_9182744,2023-02-17,100,100,0.0,0.0,0.0,0.0,0,8,0,11.0,0,0
JMAN_9015562,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,0
JMAN_2481776,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,56
JMAN_18410839,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_18410839,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9357280,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,8,0,11.0,0,8
JMAN_9259102,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,8,1,0.0,0,7
JMAN_9023427,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0,0
JMAN_2371381,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,5,0,3.0,0,0
JMAN_9029087,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,11,0,12.0,0,0
JMAN_18411660,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2446861,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,0,17
JMAN_2314120,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,6,0,2.0,0,0
JMAN_9406927,2023-03-17,100,9,0.0,0.0,0.0,0.0,0,11,0,6.0,0,0
JMAN_9024511,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,4,0,2.0,0,0
JMAN_11201598,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,7,1,1.0,0,49
JMAN_2433986,2023-03-03,100,20,0.0,0.0,0.0,0.0,0,11,0,12.0,0,990
JMAN_9001964,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,0
JMAN_2479836,2023-02-17,88,67,0.0,0.0,0.0,0.0,0,10,0,11.0,0,0
JMAN_14519900,2023-01-13,100,50,0.0,0.0,0.0,0.0,0,6,0,0.0,0,5
JMAN_9948637,2023-02-03,0,0,0.0,-100.0,0.0,6.0,0,9,1,0.0,0,0
JMAN_9003431,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,0,295
JMAN_18410392,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_13302332,2023-03-17,100,33,0.0,0.0,0.0,0.0,0,0,0,0.0,0,65
JMAN_10979316,2023-02-03,0,0,0.0,0.0,0.0,8.0,0,2,0,2.0,0,0
JMAN_2469242,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,13
JMAN_12581551,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,7
JMAN_16158754,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,17,0,1.0,0,0
JMAN_2475275,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,88
JMAN_9028903,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,6,0,4.0,0,46
JMAN_9008188,2023-01-27,50,17,0.0,0.0,0.0,0.0,0,8,0,10.0,0,0
JMAN_12567490,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,3
JMAN_127332,2023-01-20,100,80,0.0,-100.0,0.0,0.0,0,4,0,3.0,18,48
JMAN_18170555,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2461858,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,3
JMAN_2473058,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,26
JMAN_9163394,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,21
JMAN_9031615,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,1,206
JMAN_9029612,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,9,0,11.0,0,0
JMAN_16871480,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2459803,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,0
JMAN_18409963,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9020196,2023-03-10,0,0,-100.0,-100.0,3.0,3.0,0,10,0,12.0,0,1
JMAN_2456801,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,8,0,6.0,0,6
JMAN_9026784,2023-02-03,0,11,0.0,100.0,0.0,10.0,1,10,0,5.0,5,649
JMAN_2304165,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,9,0,6.0,0,24
JMAN_11673207,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,0
JMAN_9002379,2023-02-17,50,22,0.0,0.0,0.0,0.0,0,0,0,20.0,0,18
JMAN_2478786,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,0
JMAN_9000568,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,5.0,1,158
JMAN_9038285,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,2,0,2.0,0,0
JMAN_12085153,2023-02-03,0,25,0.0,0.0,0.0,0.0,0,9,1,0.0,0,116
JMAN_9319018,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,7,1,1.0,0,2
JMAN_9078938,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,17,0,1.0,0,989
JMAN_10227669,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,6,0,6.0,0,0
JMAN_9003371,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,6,0,12.0,0,0
JMAN_10703891,2023-03-24,100,25,0.0,100.0,0.0,9.0,0,0,0,17.0,0,0
JMAN_2473750,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,5.0,0,15
JMAN_9075404,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0,3
JMAN_2448722,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,0,0
JMAN_18354320,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2452339,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,8,0,4.0,0,0
JMAN_10601345,2023-02-03,0,0,0.0,0.0,0.0,7.0,0,10,0,11.0,0,6
JMAN_18311051,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_16358561,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9033523,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,9
JMAN_2451330,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,4
JMAN_10835428,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,0
JMAN_11762688,2023-03-03,86,30,0.0,0.0,7.0,7.0,0,11,0,2.0,115,66
JMAN_1061593,2023-02-10,75,33,100.0,100.0,10.0,10.0,0,0,0,16.0,412,332
JMAN_2456399,2023-03-03,100,20,0.0,0.0,0.0,0.0,0,18,1,1.0,5,61
JMAN_18411656,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_10177857,2023-02-24,100,40,0.0,0.0,7.0,7.0,0,15,1,0.0,0,959
JMAN_9062325,2023-01-20,0,0,0.0,0.0,7.5,7.5,0,0,0,19.0,0,23
JMAN_9075221,2023-03-17,100,18,0.0,0.0,0.0,0.0,1,10,0,12.0,0,80
JMAN_2480393,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,44
JMAN_9321490,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,0,26
JMAN_18391388,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2470977,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,10
JMAN_2448716,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,182
JMAN_2456281,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,6,0,12.0,0,2
JMAN_9108211,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,7,0,12.0,0,0
JMAN_9281732,2023-02-17,75,27,0.0,0.0,0.0,0.0,0,11,0,5.0,42,159
JMAN_2482605,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,3.0,0,15
JMAN_9401641,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,150
JMAN_10747452,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,4,0,3.0,0,132
JMAN_18315630,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9049395,2023-03-10,0,0,0.0,0.0,0.0,0.0,1,8,0,6.0,0,61
JMAN_9034076,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,10,1,0.0,0,0
JMAN_10148809,2023-01-13,100,17,0.0,0.0,0.0,0.0,0,9,0,10.0,1,155
JMAN_16358561,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2471162,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,26
JMAN_18411647,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_10683389,2023-02-17,100,13,0.0,0.0,0.0,0.0,0,0,0,16.0,4,112
JMAN_2473957,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,90
JMAN_2456825,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,0
JMAN_2464071,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,8,0,6.0,0,0
JMAN_2335690,2023-02-10,0,0,0.0,100.0,0.0,10.0,0,8,0,3.0,0,8
JMAN_2331172,2023-01-13,0,0,0.0,-100.0,0.0,6.0,0,5,0,2.0,0,50
JMAN_1061593,2023-03-24,78,35,100.0,100.0,10.0,10.0,0,0,0,17.0,1029,350
JMAN_18410398,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2476482,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,0
JMAN_9027462,2023-03-24,0,0,0.0,100.0,0.0,9.0,0,10,0,12.0,2,8
JMAN_18410384,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9001220,2023-01-20,0,33,0.0,0.0,0.0,0.0,0,8,0,10.0,0,78
JMAN_2444091,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,6,0,10.0,0,12
JMAN_10177857,2023-01-13,100,40,0.0,0.0,7.0,7.0,0,5,0,3.0,0,1363
JMAN_9023361,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,0
JMAN_2439655,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,0
JMAN_18410834,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_18409952,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2452081,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,23
JMAN_9041676,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,10,0,5.0,0,0
JMAN_14724130,2023-02-24,100,29,0.0,0.0,0.0,0.0,0,0,0,0.0,0,25
JMAN_13241134,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,2,0
JMAN_9003121,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,661,161
JMAN_11126390,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,7,1,1.0,0,225
JMAN_2455113,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,6,0,2.0,0,7
JMAN_18173797,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_10468922,2023-02-10,0,33,100.0,100.0,10.0,10.0,0,11,0,5.0,953,6704
JMAN_2476115,2023-01-13,0,0,0.0,0.0,8.0,8.0,0,0,0,19.0,0,153
JMAN_2468805,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,4
JMAN_2472635,2023-01-20,100,50,0.0,0.0,0.0,0.0,0,8,0,10.0,0,6
JMAN_2476017,2023-01-27,100,33,0.0,0.0,0.0,0.0,0,0,0,19.0,0,52
JMAN_2483026,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,9,0,11.0,0,0
JMAN_2445629,2023-02-03,100,33,0.0,0.0,0.0,0.0,1,10,0,11.0,0,20
JMAN_2478377,2023-03-10,0,0,-100.0,-100.0,1.0,1.0,0,0,0,21.0,0,0
JMAN_2478859,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,4,0,10.0,0,54
JMAN_2388391,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,0
JMAN_18411233,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_15044959,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,5
JMAN_11272416,2023-03-17,0,0,0.0,100.0,0.0,10.0,0,14,0,1.0,20,9
JMAN_9025908,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,5,0,10.0,0,0
JMAN_9014743,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,0
JMAN_9007298,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,11,1,0.0,0,55
JMAN_2468985,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,0
JMAN_9163394,2023-03-10,100,20,0.0,0.0,0.0,0.0,1,8,0,6.0,0,71
JMAN_9005027,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,11
JMAN_9018059,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,6,0,10.0,0,3
JMAN_2479290,2023-03-03,0,0,0.0,0.0,0.0,0.0,1,11,0,12.0,1,138
JMAN_2458897,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,8,0,11.0,0,0
JMAN_18390619,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_18057083,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9029612,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,6,0,12.0,0,0
JMAN_18410391,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2481205,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,41
JMAN_2473799,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,42
JMAN_2472023,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,2,0,2.0,0,6
JMAN_9361784,2023-01-27,0,0,50.0,50.0,8.5,8.3,0,7,1,1.0,0,52
JMAN_10744386,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,14,0,1.0,47,116
JMAN_2445629,2023-03-10,100,33,0.0,0.0,0.0,0.0,0,10,0,12.0,0,34
JMAN_10429945,2023-02-24,100,16,0.0,0.0,0.0,0.0,0,8,0,11.0,7,801
JMAN_9004606,2023-01-20,0,0,0.0,0.0,0.0,0.0,1,2,0,1.0,0,0
JMAN_9206753,2023-03-10,100,38,0.0,0.0,0.0,0.0,0,0,0,21.0,0,45
JMAN_9001350,2023-01-20,0,0,0.0,0.0,8.0,8.0,0,8,0,10.0,0,82
JMAN_9182744,2023-01-06,100,100,0.0,0.0,0.0,0.0,0,5,0,10.0,0,0
JMAN_13178606,2023-03-24,60,15,0.0,0.0,0.0,0.0,0,0,0,0.0,404,539
JMAN_2459852,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,6,0,10.0,0,134
JMAN_9018509,2023-01-06,100,7,0.0,0.0,0.0,0.0,1,7,0,4.0,0,190
JMAN_9150028,2023-03-03,0,0,-100.0,-100.0,0.0,0.0,0,11,0,2.0,0,0
JMAN_10592358,2023-02-17,100,17,0.0,0.0,0.0,0.0,0,9,1,1.0,0,136
JMAN_9026440,2023-03-03,100,100,0.0,0.0,0.0,0.0,0,0,0,15.0,0,0
JMAN_2474547,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,183
JMAN_9036732,2023-01-20,50,20,0.0,0.0,0.0,0.0,0,6,0,10.0,0,1206
JMAN_2449549,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,7
JMAN_9096433,2023-02-24,100,100,0.0,0.0,0.0,0.0,0,0,0,14.0,0,173
JMAN_9310859,2023-02-10,0,0,0.0,0.0,0.0,0.0,1,12,0,11.0,9,240
JMAN_476335,2023-01-13,0,0,0.0,0.0,0.0,0.0,0,5,0,3.0,0,269
JMAN_18410393,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_18411651,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_18409944,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2482911,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,766
JMAN_9004072,2023-01-06,100,31,100.0,100.0,9.0,9.0,0,7,0,4.0,312,99
JMAN_2473347,2023-03-24,0,0,0.0,0.0,0.0,0.0,1,8,0,12.0,0,1609
JMAN_9034141,2023-01-27,0,0,0.0,0.0,0.0,0.0,0,6,0,4.0,0,9
JMAN_10715453,2023-01-27,100,100,0.0,0.0,0.0,0.0,0,0,0,15.0,0,0
JMAN_9001490,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,9
JMAN_9038496,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,0,0,19.0,0,525
JMAN_10933641,2023-01-27,0,0,0.0,0.0,0.0,8.0,0,0,0,15.0,2,29
JMAN_2304165,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,9,0,8.0,0,0
JMAN_18410406,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9045968,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,18,1,1.0,0,0
JMAN_2472663,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,0
JMAN_18839586,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2436473,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,11,0,6.0,0,37
JMAN_9387901,2023-02-03,0,0,0.0,0.0,0.0,0.0,0,7,1,1.0,0,0
JMAN_2460501,2023-01-27,0,29,0.0,0.0,0.0,0.0,0,0,0,19.0,2,176
JMAN_2465892,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,2,0,1.0,0,11
JMAN_18410830,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2390976,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,9,0,8.0,0,55
JMAN_18409953,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_10190396,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,11,1,0.0,0,43
JMAN_2470525,2023-02-24,100,20,0.0,0.0,0.0,0.0,0,3,0,2.0,0,261
JMAN_9346429,2023-03-31,100,9,0.0,0.0,0.0,0.0,0,2,0,3.0,153,78
JMAN_2450544,2023-01-20,0,50,0.0,0.0,0.0,0.0,0,8,0,10.0,0,33
JMAN_476335,2023-02-24,0,0,0.0,0.0,0.0,0.0,1,15,1,0.0,0,199
JMAN_9047552,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,8,0,3.0,0,71
JMAN_11837797,2023-02-17,100,13,0.0,0.0,0.0,0.0,0,0,0,0.0,2,513
JMAN_14331200,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2446861,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,0,15
JMAN_16157568,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,5,0,1.0,0,0
JMAN_13717602,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0,19
JMAN_18410808,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2453359,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,90
JMAN_2476152,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,10,1,0.0,0,132
JMAN_18057083,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_10348982,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,234
JMAN_9203571,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,0
JMAN_11678347,2023-01-06,100,6,0.0,0.0,0.0,0.0,0,3,1,1.0,0,0
JMAN_2480227,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,11,0,12.0,8,634
JMAN_2478636,2023-01-27,100,100,0.0,0.0,0.0,0.0,0,8,0,3.0,0,39
JMAN_9037476,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,10,0,6.0,0,0
JMAN_18391759,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_11604060,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,17,0,1.0,0,0
JMAN_18409550,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_2471261,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,8,0,6.0,0,49
JMAN_2458020,2023-01-13,100,50,0.0,0.0,0.0,0.0,0,0,0,19.0,0,68
JMAN_2438486,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,14.0,0,59
JMAN_2453833,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,7
JMAN_9383192,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,12
JMAN_9021422,2023-01-13,0,0,100.0,100.0,9.0,9.0,0,6,0,4.0,0,11
JMAN_10703891,2023-03-17,100,25,0.0,100.0,0.0,9.0,0,0,0,17.0,0,0
JMAN_9401641,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,134
JMAN_2453703,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,8,0,11.0,0,36
JMAN_11126390,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,9,1,1.0,5,85
JMAN_2446015,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,8,0,3.0,0,0
JMAN_10601574,2023-03-24,0,0,0.0,-100.0,0.0,4.0,0,10,0,12.0,0,5
JMAN_9021826,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,1
JMAN_9021826,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,12,0,11.0,0,1
JMAN_2474522,2023-03-24,0,0,100.0,100.0,10.0,10.0,0,10,0,12.0,0,26
JMAN_2429595,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,0
JMAN_2472023,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,2,0,1.0,0,2
JMAN_2472635,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,4
JMAN_12671513,2023-01-20,0,0,-100.0,-100.0,5.0,5.0,0,0,0,0.0,0,6
JMAN_2383362,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,17.0,0,109
JMAN_2461511,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,7,0,12.0,0,7
JMAN_10377531,2023-02-17,0,0,0.0,0.0,0.0,0.0,0,10,0,11.0,0,3
JMAN_9018166,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,0,4
JMAN_10355825,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,9,0,6.0,0,0
JMAN_2465336,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,0
JMAN_9058679,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,12
JMAN_2472417,2023-03-17,0,0,0.0,0.0,0.0,0.0,0,0,0,15.0,0,44
JMAN_2458841,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,4,0,3.0,0,20
JMAN_2481898,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,0
JMAN_2447281,2023-02-10,0,0,0.0,0.0,0.0,0.0,0,11,0,5.0,0,0
JMAN_9022039,2023-01-06,100,25,0.0,0.0,0.0,0.0,0,7,0,4.0,0,197
JMAN_2465581,2023-03-31,100,100,0.0,0.0,0.0,0.0,0,7,0,12.0,2,3
JMAN_2446552,2023-02-24,100,25,0.0,0.0,0.0,0.0,0,0,0,20.0,0,31
JMAN_15806097,2023-03-03,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0,0
JMAN_15223638,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0
JMAN_9839820,2023-01-20,0,13,0.0,0.0,0.0,0.0,0,7,1,1.0,0,74
JMAN_2481547,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,40
JMAN_12444009,2023-02-10,100,20,0.0,0.0,0.0,0.0,0,10,1,0.0,0,215
JMAN_2464445,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,10,0,12.0,0,35
JMAN_2481883,2023-02-10,0,0,0.0,100.0,0.0,10.0,0,11,0,5.0,2,7
JMAN_9026918,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,5,0,2.0,0,0
JMAN_11200796,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,15,1,0.0,0,16
JMAN_2304165,2023-03-31,0,0,0.0,0.0,0.0,0.0,0,15,0,8.0,0,0
JMAN_9228504,2023-03-24,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,5
JMAN_9014472,2023-01-06,0,0,0.0,0.0,0.0,0.0,0,7,0,4.0,0,0
JMAN_9948637,2023-02-10,0,0,0.0,-100.0,0.0,6.0,0,10,1,0.0,0,0
JMAN_9031935,2023-02-24,100,25,-100.0,-100.0,1.0,1.0,0,0,0,13.0,695,203
JMAN_9003668,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,0,0,20.0,0,0
JMAN_9729502,2023-02-24,0,0,0.0,0.0,0.0,0.0,0,8,0,11.0,0,0
JMAN_2481898,2023-01-20,0,0,0.0,0.0,0.0,0.0,0,8,0,10.0,0,0
JMAN_9047481,2023-03-10,0,0,0.0,0.0,0.0,0.0,0,0,0,21.0,0,23
